Issue Date	Destination	Ship name	Ship nationality	Sailing	Merchant	Count	Unit	Commodity
1907-02-09	Constantinople	Princesse Sophie		Jan 31, 1907	Various	36	bags	cotton seed
1907-02-09	Constantinople	Princesse Sophie		Jan 31, 1907	Various	15	cases	dates
1907-02-09	Constantinople	Princesse Sophie		Jan 31, 1907	Various	184	empty	casks
1907-02-09	Constantinople	Princesse Sophie		Jan 31, 1907	Various	6	packages	sundries
1905-08-03	Syria	Equateur	French	Jul 27, 1905	G. Drossos	50	cases	beer
1905-08-03	Syria	Equateur	French	Jul 27, 1905	G. Drossos	10	cases	sardines
1905-08-03	Syria	Equateur	French	Jul 27, 1905	R. Delia	173	paniers	fruits
1905-08-03	Syria	Equateur	French	Jul 27, 1905	Various	30		colis divers
1905-08-03	Marseilles	Portugal	French	Jul 28, 1905	Sté. An. Le Khédive	16	cases	cigarettes
1905-08-03	Marseilles	Portugal	French	Jul 28, 1905	Sucreries & Raff. d'Egypte	294	sacs	sugar
1905-08-03	Marseilles	Portugal	French	Jul 28, 1905	Karadjan	6	packages	pistachios
1905-08-03	Marseilles	Portugal	French	Jul 28, 1905	D. Leon	14	barrels	cendre de zinc
1905-08-03	Marseilles	Portugal	French	Jul 28, 1905	P. Rolin	2	barrels	laiton
1905-08-03	Marseilles	Portugal	French	Jul 28, 1905	P. Rolin	7	barrels	zinc
1905-08-03	Marseilles	Portugal	French	Jul 28, 1905	P. Rolin	12	packages	bronze
1905-08-03	Marseilles	Portugal	French	Jul 28, 1905	Z. Zayan	97	packages	vieux cuivre
1905-08-03	Marseilles	Portugal	French	Jul 28, 1905	Various	27		colis divers
1905-08-03	Le Havre				A. Werther & Co.	6	sacs	gum
1905-08-03	Le Havre				Choremi, Benachi & Co.	100	bales	cotton
1905-08-16	Brindisi & Trieste	Imperator	Austrian	Jul 29, 1905	Anglo-Egyptian Bank Ltd.	145	bales	wool
1905-08-16	Brindisi & Trieste	Imperator	Austrian	Jul 29, 1905	Bank of Egypt Ltd.	50	bales	wool
1905-08-16	Brindisi & Trieste	Imperator	Austrian	Jul 29, 1905	J. & A. Abouchanab	2,125	bags	oil cake
1905-08-16	Brindisi & Trieste	Imperator	Austrian	Jul 29, 1905	Carver Bros. & Co. Ltd.	8	bales	wool
1905-08-16	Brindisi & Trieste	Imperator	Austrian	Jul 29, 1905	Holz & Co.	129	bales	wool
1905-08-16	Brindisi & Trieste	Imperator	Austrian	Jul 29, 1905	Anglo-Egyptian Bank Ltd.	100	tons	cotton seed
1905-08-16							bales	wool
1905-08-16	Brindisi & Trieste	Imperator	Austrian	Jul 29, 1905	Kraft & Nagiar	55	bales	senna
1905-08-16	Brindisi & Trieste	Imperator	Austrian	Jul 29, 1905	B. Nathan & Co.	40	bags	gum
1905-08-16	Brindisi & Trieste	Imperator	Austrian	Jul 29, 1905	Various	35	packages	sundries
1905-08-16	Tripoli				El Fahfah	20	packages	curcuma
1905-08-16	Bengasi				El Fahfah	6	bales	manufactures
1905-08-16	Bengasi				Sucreries & Raff. d'Egypte	100	sacs	sugar
1905-08-16	Naples				P. Rolin	11	packages	vieux cuivre
1905-08-16	Naples				I. Mafalda	110	bailey	paper
1905-08-16	Naples				Behrend & Co.	200	sacs	sugar
1905-08-16	DESTINATIONS DIVERSES				Various	30		colis divers
1905-08-16	Marseilles	Sénégal	French	Aug 11, 1905	M. Chafchak	13	sacs	drugs
1905-08-16	Marseilles	Sénégal	French	Aug 11, 1905	E. Almasy & Co.	220	barrels	vides
					E. Tourchoudjan	10	bales	skins
					Deposito Birra di Graz	1,210	barrels	vides
					Eredi Albertini	1,134	barrels	vides
1905-08-16	Marseilles	Sénégal	French	Aug 11, 1905	P. M. Statira	12	bales	skins
1905-08-16	Marseilles	Sénégal	French	Aug 11, 1905	G. Brach	14	bales	wax
1905-08-16	Marseilles	Sénégal	French	Aug 11, 1905	C. B. Roeper.	11	sacs	gum
1905-08-16	Marseilles	Sénégal	French	Aug 11, 1905	A. Prick	11	barrels	poisson frais
1905-08-16	Marseilles	Sénégal	French	Aug 11, 1905	A. Dreher	329		empty barrels
1905-08-16	Marseilles	Sénégal	French	Aug 11, 1905	Various	47		colis divers
1905-08-16	Mersina	Assouan		Aug 12, 1905	Various	200	bags	rice
1905-08-16	Mersina	Assouan		Aug 12, 1905	Various	20	bags	soap
1905-08-16	Mersina	Assouan		Aug 12, 1905	Various	10	bags	cotton
1905-08-16	Mersina	Assouan		Aug 12, 1905	Various	14	cases	cigarettes
1905-08-16	Mersina	Assouan		Aug 12, 1905	Various	38	packages	skins
1905-08-16	Mersina	Assouan		Aug 12, 1905	Various	64	packages	tobacco
1905-08-16	Mersina	Assouan		Aug 12, 1905	Various	25	packages	coffee
1905-08-16	Mersina	Assouan		Aug 12, 1905	Various	20	packages	lemons
1905-08-16	Mersina	Assouan		Aug 12, 1905	Various	830	packages	sundries
1905-08-16	Syria	Phanny	Greek	Aug 12, 1905	Various	212		colis divers
1907-02-20	Barcelona				Moursi Bros.	75	bales	cotton
1907-02-20	Le Havre				Shrager	2	cases	sundries
1907-02-20	London				Bolonachi	60	barrels	cognac
1907-02-20	Algiers				V. Nahman	40	bags	henna
1907-02-20	Various Ports				Chafchak	4	cases	books
1907-02-20	Various Ports				Various	4	packages	sundries
1906-03-29	Various Ports				Holz & Co.	41	bales	wool
1906-03-29	Various Ports				M. L. Carasso	50	bales	senna
1906-03-29	Various Ports				G. Branch & Co.	12	bales	skins
1906-03-29	Various Ports				G. Morris & Co.	369	bags	horns
1906-03-29	Various Ports				J. & A. Abouchanab	1,100	bags	oil cake
1906-03-29	Various Ports				Walker & Meimarachi Ltd	170		empty casks
					J. Ross & Co.	800	empty	casks
1906-03-29	Various Ports				Various	19	packages	sundries
1906-03-29	London	Wingrove		Mar 23, 1906	Hadjes & Co.	57	bales	skins
1906-03-29	London	Wingrove		Mar 23, 1906	A. Arbib & Sons	37	bales	skins
1906-03-29	London	Wingrove		Mar 23, 1906	Blattner & Co.	49	bales	skins
1906-03-29	London	Wingrove		Mar 23, 1906	G. Pappa	105	crates	quails
1906-03-29	London	Wingrove		Mar 23, 1906	Hanna Saleh	35	crates	quails
1906-03-29	London	Wingrove		Mar 23, 1906	Barker & Co.	2,540	tons	cotton seed
1906-03-29	London	Wingrove		Mar 23, 1906	Anglo-Egyptian Bank Ltd.	20	bales	senna
1906-03-29	London	Wingrove		Mar 23, 1906	Blattner & Co.	17	cases	senna
1906-03-29	London	Wingrove		Mar 23, 1906	Various	15	packages	sundries
1906-03-29	London	Wingrove		Mar 23, 1906	A. Kattab	41	crates	tomatoes
1906-03-29	London	Wingrove		Mar 23, 1906	Delia	150	crates	tomatoes
1906-03-29	London	Wingrove		Mar 23, 1906	Sté. An. Le Khédive	6	cases	cigarettes
1906-03-29	London	Wingrove		Mar 23, 1906	Vasdeki Bros.	250	bags	onions
1906-03-29	London	Wingrove		Mar 23, 1906	Onofrio	300	bags	onions
1906-03-29	London	Wingrove		Mar 23, 1906	P. P. Buhagiar	259	crates	tomatoes
1906-03-29	London	Wingrove		Mar 23, 1906	Various	104	packages	sundries
1906-03-29	Various Ports				Various	9	packages	sundries
1906-03-29	Piraeus & Odessa	Emp. Nicolas		Mar 23, 1906	Various	480	bags	onions
					Mohr & Fenderl	300	bales	cotton
					Choremi, Benachi & Co.	90	bales	cotton
					R. & O. Lindemann	130	bales	cotton
								
1906-03-29	Piraeus & Odessa	Emp. Nicolas		Mar 23, 1906	Various	618	packages	vegetables
1906-03-29	Piraeus & Odessa	Emp. Nicolas		Mar 23, 1906	Various	19	packages	sundries
1906-03-29	Constantinople	Byzantion		Mar 24, 1906	Various	1432	bags	rice
1906-03-29	Constantinople	Byzantion		Mar 24, 1906	Various	346	bags	beans
1906-03-29	Constantinople	Byzantion		Mar 24, 1906	Various	1,120	empty	casks
1906-03-29	Constantinople	Byzantion		Mar 24, 1906	Various	25	packages	skins
1906-03-29	Constantinople	Byzantion		Mar 24, 1906	Various	10	packages	empty bags
1906-03-29	Constantinople	Byzantion		Mar 24, 1906	Various	10	packages	henna
1906-03-29	Constantinople	Byzantion		Mar 24, 1906	Various	8	packages	butter
1906-03-29	Constantinople	Byzantion		Mar 24, 1906	Various	21	packages	sundries
1906-03-29	Constantinople	Stefano Strait		Mar 26, 1906	Various	1,290	bags	rice
1906-03-29	Constantinople	Stefano Strait		Mar 26, 1906	Various	30	bags	henna
1906-03-29	Constantinople	Stefano Strait		Mar 26, 1906	Various	102	cases	dates
1906-03-29	Constantinople	Stefano Strait		Mar 26, 1906	Various	227	empty	zembils
1906-03-29	Constantinople	Stefano Strait		Mar 26, 1906	Various	36	packages	sundries
1906-03-29	Constantinople	Marie Reine		Mar 26, 1906	Various	70	bags	rice
1906-03-29	Constantinople	Marie Reine		Mar 26, 1906	Various	30	bags	onions
1906-03-29	Constantinople	Marie Reine		Mar 26, 1906	Various	14	bags	beans
1906-03-29	Constantinople	Marie Reine		Mar 26, 1906	Various	127	empty	casks
1906-03-29	Constantinople	Marie Reine		Mar 26, 1906	Various	12	packages	skins
1906-03-29	Constantinople	Marie Reine		Mar 26, 1906	Various	20	packages	sundries
1906-03-29	Syria & Constantinople	Hungaria		Mar 26, 1906	Various	126	barrels	beer
1906-03-29	Syria & Constantinople	Hungaria		Mar 26, 1906	Various	26	packages	tomatoes
1906-01-05	Port Said				N. E. Tamvaco	100	cases	whisky
1906-01-05	Port Said				A. Diacaki	44	bales	tobacco
1906-01-05	Port Said				G. Drossos	55	cases	beer
1906-01-05	Port Said				A. Aghion	16	cases	garlic
1906-01-05	Port Said				A. Aghion	24	packages	vegetables
1906-01-05	Port Said				Worms & Co.	250	bales	cotton
1906-01-05	Port Said				Various	45	packages	sundries
1906-01-05	Various Ports				Various	20	packages	sundries
1906-01-05	Sfax				M. Fahfah	50	bags	rice
1906-01-05	Catania				I. Iscaki & Co.	21	barrels	anchovy
1906-01-05	Various Ports				Various	10	packages	sundries
1906-01-05	Genoa				C. E. Roeper	3	bags	gum
1906-01-05	Genoa				Various	16	packages	sundries
1906-01-05	Marseilles				Bonded Stores	80	cases	eggs
1906-01-05	Marseilles				Bonded Stores	160	bags	almonds
1906-01-05	Marseilles				S. Stienon	48	bales	empty bags
1906-01-05	Marseilles				Sucreries & Raff. d'Egypte	207	cases	sugar
1906-01-05	Marseilles				K. Nagiar	7	bales	senna
1906-01-05	Marseilles				Pennot	20	cases	tomatoes
1906-01-05	Marseilles				Nav. Italiana	147	bales	skins
1906-01-05	Marseilles				E. Abouskela	30	bales	cloves
1906-01-05	Marseilles				Sté. An. Le Khédive	9	cases	cigarettes
1906-01-05	Marseilles				Z. Zayan	10	barrels	old copper
1906-01-05	Marseilles				L. Onofrio	69	cases	eggs
1906-01-05	Marseilles				Behrend & Co.	785	bags	rice
1906-01-05	Marseilles				Various	33	packages	sundries
1906-01-05	Le Havre				A. L. Carasso	15	packages	gum
1906-01-05	Le Havre				Nav. Italiana	13	bales	senna
1906-01-05	London				C. G. Bolonachi	61	barrels	cognac
1906-01-05	Various Ports				Various	5	packages	sundries
1906-01-05	BRISTOL	Kara		Dec 29, 1905	Carver Bros. & Co. Ltd.	2,655	tons	cotton seed
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	M. L. Carasso	10	bales	senna
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	Attias & Co.	11	barrels	grease
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	Tourchoudjan	9	bales	skins
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	A. L. Carasso	60	bags	gum
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	Vasdeki Bros.	198	cages	tomatoes
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	G. Brach & Co.	29	bales	wax
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	Sigala	80	cages	tomatoes
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	A. Dreher	100		empty casks
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	Deposito Birra di Graz	480		empty casks
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	P. Trefilli	33	cages	tomatoes
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	Xanthopoulo	19	bales	skins
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	P. A. Rombotti	12	bales	skins
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	R. Delia	175	cages	tomatoes
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	P. M. Statira	15	bales	skins
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	A. L. Carasso	40	bags	gum
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	A. Seeger	4	cases	dried guts
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	A. Seeger	5	barrels	salt guts
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	D. Chafrouloff	5	bales	skins
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	B. Salfati	29	bales	skins
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	A. Frick	2	barrels	fresh fish
1906-01-05	Brindisi & Trieste	Habsburg		Dec 30, 1905	Various	76	packages	sundries
1906-01-05	Bremen				Behrend & Co.	1,502½	tons	cotton seed
1906-01-05	Brindisi				Egyptian Salt & Soda Co. Ltd	25	bags	oil cake
1906-01-05	Various Ports				Various	87		empty casks
1906-01-05	Syria	Elektra		Jan 3, 1906	Deposito Birra di Graz	26	barrels	beer
1906-01-05	Syria	Elektra		Jan 3, 1906	Various	7	packages	sundries
1905-03-08	Syria	Singapore	Italian	Feb 23, 1905	Various	4		colis divers
1905-03-08	Port Said	Congo	French	Feb 23, 1905	J. Brillet	39	packages	acier
1905-03-08	Syria	Congo	French	Feb 23, 1905	A. Aghion	13	packages	vegetables
1905-03-08	Aden	Congo	French	Feb 23, 1905	Athanassoppulo	31	bales	tobacco
1905-03-08	Syria	Congo	French	Feb 23, 1905	Various	28		colis divers
1905-03-08	Marseilles				R. Delia	212	packages	zinc
1905-03-08	Marseilles				L. Pascal	50	cages	tomatoes
1905-03-08	Marseilles				Aznavourian	50	cages	tomatoes
1905-03-08	Marseilles				Bonded Stores	28	cases	eggs
1905-03-08	Marseilles				A. Goubert	70	packages	empty sacks
1905-03-08	Marseilles				Sté. An. Le Khédive	4	cases	cigarettes
1905-03-08	Marseilles				Z. Zayan	50	cages	tomatoes
1905-03-08	Marseilles				G. Brach	32	bales	gum
1905-03-08	Marseilles				Ades	200	sacs	onions
1905-03-08	Marseilles				Candioglou	220	cages	tomatoes
1905-03-08	Marseilles				Sucreries & Raff. d'Egypte	78	cases	sugar
1905-03-08	Marseilles				Buhagiar	438	cages	tomatoes
1905-03-08	Marseilles				Delia	320	cages	tomatoes
1905-03-08	Marseilles				J. B. Thomas	949	sacs	onions
1905-03-08	Marseilles				A. Zaham	150	cages	tomatoes
1905-03-08	Marseilles				Various	57		colis divers
1905-03-08	Marseilles				R. & O. Lindemann	45	bales	cotton
1905-03-08	Marseilles				F. C. Baines & Co.	160	bales	cotton
1905-03-08	Marseilles				Peel & Co.	32	bales	cotton
1905-03-08	Marseilles				J. Planta & Co.	61	bales	cotton
1905-03-08	Marseilles				Choremi, Benachi & Co.	30	bales	cotton
1905-03-08	Marseilles				W. Getty & Co.	30	bales	cotton
1905-03-08	Marseilles				Mohr & Fenderl	285	bales	cotton
1905-03-08	Marseilles				Mohr & Fenderl	643	bales	cotton
1905-03-08	Algiers				B. Barki	35	sacs	henna
1905-03-08	Algiers				Soria	98	sacs	hnné
1905-03-08	Algiers				Backri	2	packages	provisions
1905-03-08	Le Havre				R. & O. Lindemann	67	bales	cotton
1905-03-08	Le Havre				Carver Bros. & Co. Ltd.	50	bales	cotton
1905-03-08	Le Havre				Carver Bros. & Co. Ltd.	117	bales	cotton
1905-03-08					Griva Bros.		sacs	gum
1905-03-08	Hull	Westward Ho		Feb 24, 1905	J. Goar & Son	1374	tons	cotton seed
1905-03-08	Hull	Westward Ho		Feb 24, 1905	Behrend & Co.	1275		
1905-03-08	Hull	Westward Ho		Feb 24, 1905	Tadros Ghirghis & Son	292		
1905-03-08	Hull	Westward Ho		Feb 24, 1905	Carver Bros. & Co. Ltd.	2347		
1905-03-08	Piraeus & Odessa	Emp. Nicolas	Russian	Feb 24, 1905	Various	275	sacs	rice
1905-03-08	Piraeus & Odessa	Emp. Nicolas	Russian	Feb 24, 1905	Various	50	sacs	plâtre
1905-03-08	Piraeus & Odessa	Emp. Nicolas	Russian	Feb 24, 1905	Various	25	barrels	cognac
1905-03-08	Piraeus & Odessa	Emp. Nicolas	Russian	Feb 24, 1905	Various	14	packages	nattes
1905-03-08	Piraeus & Odessa	Emp. Nicolas	Russian	Feb 24, 1905	Various	212	packages	tomatoes
1905-03-08	Piraeus & Odessa	Emp. Nicolas	Russian	Feb 24, 1905	Various	210	packages	vegetables
1905-03-08	Piraeus & Odessa	Emp. Nicolas	Russian	Feb 24, 1905	Various	17	packages	divers
1905-03-08	Piraeus & Odessa	Emp. Nicolas	Russian	Feb 24, 1905	Mohr & Fenderl	100	bales	cotton
1905-03-08	Piraeus & Odessa	Emp. Nicolas	Russian	Feb 24, 1905	R. & O. Lindemann	325	bales	cotton
1905-03-08	Piraeus & Odessa	Emp. Nicolas	Russian	Feb 24, 1905	R. & O. Lindemann	425	bales	cotton
1906-01-15	Piraeus & Odessa	Emp. Nicolas	Russian	Feb 24, 1906	R. & O. Lindemann	3,703	bales	cotton
1906-08-31								
1906-08-31	Brindisi & Trieste				E. Almasy & Co.	196		empty casks
1906-08-31	Brindisi & Trieste				Ibrahim Sednaoui	428		empty casks
1906-08-31	Brindisi & Trieste				Eredi Albertini	989		empty casks
1906-08-31	Brindisi & Trieste				Bonded Stores	10	bales	carpets
1906-08-31	Brindisi & Trieste				Khedivial Mail Line	91	packages	cedrats
1906-08-31	Brindisi & Trieste				A. Dreher	375		empty casks
1906-08-31	Brindisi & Trieste				Deposito Birra di Graz	1,380		empty casks
1906-08-31	Brindisi & Trieste				Mohamed Dahi	30	cafas	fresh palms
1906-08-31	Brindisi & Trieste				E. O. Pinto & Co.	20	bales	skins
1906-08-31	Brindisi & Trieste				F. Schwitz	81		empty casks
1906-08-31	Brindisi & Trieste				Mohamed Goudar	45	cafas	fresh palms
1906-08-31	Brindisi & Trieste				P. M. Statira	15	bales	skins
1906-08-31	Brindisi & Trieste				S. Levy	39	cages	fresh palms
1906-08-31	Brindisi & Trieste				P. P. Buhagiar	26	cages	fresh palms
1906-08-31	Brindisi & Trieste				A. Chelmis	5	cases	cigarettes
1906-08-31	Brindisi & Trieste				A. Frick	6	casks	fresh fish
1906-08-31	Brindisi & Trieste				Various	71	packages	sundries
1906-08-31	Crete	Byzantion		Aug 25, 1906	Various	97	bales	skins
1906-08-31	Crete	Byzantion		Aug 25, 1906	Various	40	bales	cotton thread
1906-08-31	Crete	Byzantion		Aug 25, 1906	Various	64	bales	empty bags
1906-08-31	Crete	Byzantion		Aug 25, 1906	Various	470	bags	rice
1906-08-31	Crete	Byzantion		Aug 25, 1906	Various	10	bags	peas
1906-08-31	Crete	Byzantion		Aug 25, 1906	Various	22	bales	manufactures
1906-08-31	Crete	Byzantion		Aug 25, 1906	Various	1	cases	cigarettes paper
1906-08-31	Crete	Byzantion		Aug 25, 1906	Various	22	pieces	lead
1906-08-31	Crete	Byzantion		Aug 25, 1906	Various	175	empty	casks
1906-08-31	Crete	Byzantion		Aug 25, 1906	Various	17	packages	empties
1906-08-31	Piraeus	Irini		Aug 25, 1906	Various	40	bags	Sudan beans
1906-08-31	Piraeus	Irini		Aug 25, 1906	Various	6	cases	manufactures
1906-08-31	Piraeus	Irini		Aug 25, 1906	Various	50	packages	empty zembils
1906-08-31	Piraeus	Irini		Aug 25, 1906	Various	40	packages	empty bags
1906-08-31	Piraeus	Irini		Aug 25, 1906	Various	137	empty	casks
1906-08-31	Piraeus	Irini		Aug 25, 1906	Various	262	packages	sundries
1906-08-31	Malta & Manchester	Syrian Prince		Aug 25, 1906	Moursi Bros.	110	bales	cotton
1906-08-31	Malta & Manchester	Syrian Prince		Aug 25, 1906	J. & A. Abouchanab	550	bags	oil cake
1906-08-31	Malta & Manchester	Syrian Prince		Aug 25, 1906	B. Nathan & Co.	88	bags	gum
1906-08-31	Malta & Manchester	Syrian Prince		Aug 25, 1906	Carver Bros. & Co. Ltd.	1,758	tons	cotton seed
1906-08-31	Trebizonde	Averoff		Aug 26, 1906	Various	30	bales	empty bags
1906-08-31	Trebizonde	Averoff		Aug 26, 1906	Various	200	bags	sugar
1906-08-31	Syria	Elektra		Aug 27, 1906	Deposito Birra di Graz	74	casks	beer
1906-08-31	Syria	Elektra		Aug 27, 1906	Various	17	packages	sundries
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	2	bales	cotton
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	54	bales	tobacco
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	15	bales	empty bags
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	142	bags	coffee
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	328	bags	rice
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	76	bags	figs
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	65	bags	Sudan beans
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	212	bags	soap
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	120	bags	sugar
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	6	cases	ironmongery
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	30	cases	soap
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	5	cases	cigarettes
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	3000	stones	cigarettes
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	46	bales	skins
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	26	packages	vegetables
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	20	empty	casks
1906-08-31	Port Said & Syria	Minieh		Aug 28, 1906	Various	326	packages	sundries
1905-08-04	Port Said & Syria	Minieh		Aug 28, 1905	Khedivial Mail Line	316	bags	dari seed
1905-08-04	Port Said & Syria	Minieh		Aug 28, 1905	Khedivial Mail Line	375	bags	beans
1905-08-04	Port Said & Syria	Minieh		Aug 28, 1905	Khedivial Mail Line	200	bags	maize
1905-08-04	Port Said & Syria	Minieh		Aug 28, 1905	Sucreries & Raff. d'Egypte	1,000	bags	sugar
1905-08-04	Port Said & Syria	Minieh		Aug 28, 1905	G. Brach & Co.	120	bales	gum
1905-08-04	Port Said & Syria	Minieh		Aug 28, 1905	Thos. Cook & Son	27	bales	ivory
1905-08-04	Port Said & Syria	Minieh		Aug 28, 1905	Bank of Egypt Ltd.	31	bales	ivory
1905-08-04	Port Said & Syria	Minieh		Aug 28, 1905	British Government Stores	1,935	packages	stores
1905-08-04	Port Said & Syria	Minieh		Aug 28, 1905	A. & G. Monferrato	161	cases	empty bottles
1905-08-04	Port Said & Syria	Minieh		Aug 28, 1905	Various	1490	bags	rice
1905-08-04	Port Said & Syria	Minieh		Aug 28, 1905	Various	780	bags	sugar
1905-08-04	Port Said & Syria	Minieh		Aug 28, 1905	Various	50	packages	sundries
1905-08-04	Liverpool	Britannia		Jul 29, 1905	Khedivial Mail Line	485	bags	cereals
1905-08-04	Liverpool	Britannia		Jul 29, 1905	B. Hazan & Co.	13	cases	cigarettes
1905-08-04	Liverpool	Britannia		Jul 29, 1905	G. Brach & Co.	46	bags	gum
1905-08-04	Liverpool	Britannia		Jul 29, 1905	M. L. Carasso	70	bags	senna
1905-08-04	Liverpool	Britannia		Jul 29, 1905	Holz & Co.	116	bales	wool
1905-08-04	Liverpool	Britannia		Jul 29, 1905	G. Morris & Co.	195	bags	bones
1905-08-04	Liverpool	Britannia		Jul 29, 1905	E. Ghellini & Co.	158	bags	bones
1905-08-04	Liverpool	Britannia		Jul 29, 1905	Hadjes & Co.	10	bags	horns
1905-08-04	Liverpool	Britannia		Jul 29, 1905	Nessim Dayan	345	bags	rags
1905-08-04	Liverpool	Britannia		Jul 29, 1905	Walker & Meimarachi Ltd	230		empty casks
1905-08-04	Liverpool	Britannia		Jul 29, 1905	Hadjes & Co.	1348	bags	bones
1905-08-04	Liverpool	Britannia		Jul 29, 1905	J. Ross & Co.	300		empty casks
1905-08-04	Liverpool	Britannia		Jul 29, 1905	Various	72	packages	sundries
1905-06-01	Candia	Byzantion	Greek	May 20, 1905	Various	1,480	sacs	rice
1905-06-01	Candia	Byzantion	Greek	May 20, 1905	Various	407	sacs	sugar
1905-06-01	Candia	Byzantion	Greek	May 20, 1905	Various	220	sacs	onions
1905-06-01	Candia	Byzantion	Greek	May 20, 1905	Various	10	sacs	beans
1905-06-01	Candia	Byzantion	Greek	May 20, 1905	Various	100	sacs	henna
1905-06-01	Candia	Byzantion	Greek	May 20, 1905	Various	399	barrels	vides
1905-06-01	Candia	Byzantion	Greek	May 20, 1905	Various	106	pieces	bois
1905-06-01	Candia	Byzantion	Greek	May 20, 1905	Various	40	packages	skins
1905-06-01	Candia	Byzantion	Greek	May 20, 1905	Various	32	packages	divers
1905-06-01	Syria	Portugal	French	May 25, 1905	G. Drossos	25	cases	beer
1905-06-01	Syria	Portugal	French	May 25, 1905	Various	12		colis divers
1905-06-01	Yokohama				Peel & Co.	200	bales	cotton
1905-06-01	Marseilles	Congo	French	May 26, 1905	Sucreries & Raff. d'Egypte	219	cases	sucre raffine
1905-06-01	Marseilles	Congo	French	May 26, 1905	Sté. An. Le Khédive	21	cases	cigarettes
1905-06-01	Marseilles	Congo	French	May 26, 1905	Nav. Ital.	16	packages	skins
1905-06-01	Marseilles	Congo	French	May 26, 1905	Z. Zayan	24	barrels	vieux cuivre
1905-06-01	Marseilles	Congo	French	May 26, 1905	Suzzarini	33	packages	empty sacks
1905-06-01	Marseilles	Congo	French	May 26, 1905	Daira Khassa	1		automobile
1905-06-01	Marseilles	Congo	French	May 26, 1905	Vasdeki Bros.	80	cases	aulx
1905-06-01	Marseilles	Congo	French	May 26, 1905	B. J. Coury & Co.	2,300	sacs	beans
1905-06-01	Marseilles	Congo	French	May 26, 1905	Various	27		colis divers
1905-06-01	Marseilles	Congo	French	May 26, 1905	F. C. Baines & Co.	160	bales	cotton
					Peel & Co.	191	bales	cotton
					J. Planta & Co.	31	bales	cotton
					R. & O. Lindemann	90	bales	cotton
					Carver Bros. & Co. Ltd.	30	bales	cotton
					Choremi, Benachi & Co.	60	bales	cotton
								
1905-06-01								
1905-06-01	Marseilles	Congo	French	May 26, 1905	C. Rubattino	7	cases	wax
1905-06-01	Tunis				Boyantis & Co.	41	barrels	molasses
1905-06-01	Tunis				Various	15		colis divers
1906-04-26	Marseilles				M. L. Carasso	33	bales	senna
1906-04-26	Marseilles				P. L. Rolin	9	packages	old bronze
1906-04-26	Marseilles				Nav. Gen. Ital.	16	bales	skins
1906-04-26	Marseilles				Kara	200	bags	onions
1906-04-26	Marseilles				Banca Mobiliare	300	bags	onions
1906-04-26	Marseilles				R. Delia	350	packages	tomatoes
1906-04-26	Marseilles				Onofrio	550	bags	onions
1906-04-26	Marseilles				Nadouri	1,180	bags	rice
1906-04-26	Marseilles				Behrend & Co.	1,900	bags	onions
1906-04-26	Marseilles				Various	126	packages	sundries
1906-04-26	Barcelona				E. Mallison & Co.	50	bales	cotton
